resourceId;rs;difficulty_rank;question;explanation;errorRate;responseTime;answers
1371;719;1;"[[""img"",2586],[""input"",{""answer"":[""25""],""style"":""separate""}]]";;0.2;7500;1251
1372;719;1;"[[""img"",2735],[""input"",{""answer"":[""35""],""style"":""separate""}]]";;0.17;8350;1260
1373;719;1;"[[""img"",807],[""input"",{""answer"":[""-8""],""style"":""separate""}]]";;0.13;8350;1284
1374;719;1;"[[""img"",2023],[""input"",{""answer"":[""-2""],""style"":""separate""}]]";;0.17;5800;1289
1375;719;1;"[[""img"",200],[""input"",{""answer"":[""3""],""style"":""separate""}]]";;0.05;4321;1250
1376;719;1;"[[""img"",935],[""input"",{""answer"":[""-7""],""style"":""separate""}]]";;0.18;7600;1310
1377;719;1;"[[""img"",1264],[""input"",{""answer"":[""8""],""style"":""separate""}]]";;0.11;4400;1283
1378;719;1;"[[""img"",3227],[""input"",{""answer"":[""-9""],""style"":""separate""}]]";;0.08;5150;1258
1379;719;1;"[[""img"",818],[""input"",{""answer"":[""18""],""style"":""separate""}]]";;0.13;6000;1265
1380;719;1;"[[""img"",164],[""input"",{""answer"":[""26""],""style"":""separate""}]]";;0.19;9800;1283
1381;719;1;"[[""img"",3021],[""input"",{""answer"":[""-11""],""style"":""separate""}]]";;0.08;6188;1300
1382;719;1;"[[""img"",2888],[""input"",{""answer"":[""1""],""style"":""separate""}]]";;0.04;3300;1273
1383;719;1;"[[""img"",1349],[""input"",{""answer"":[""-1""],""style"":""separate""}]]";;0.06;4650;1294
1384;719;1;"[[""img"",3437],[""input"",{""answer"":[""-14""],""style"":""separate""}]]";;0.14;7600;1272
1385;719;1;"[[""img"",3346],[""input"",{""answer"":[""-19""],""style"":""separate""}]]";;0.14;8350;1290
1386;719;1;"[[""img"",3135],[""input"",{""answer"":[""31""],""style"":""separate""}]]";;0.04;4900;1294
1387;719;1;"[[""img"",936],[""input"",{""answer"":[""-18""],""style"":""separate""}]]";;0.22;8650;1238
1388;719;1;"[[""img"",895],[""input"",{""answer"":[""-23""],""style"":""separate""}]]";;0.2;10650;1283
1389;719;1;"[[""img"",1102],[""input"",{""answer"":[""37""],""style"":""separate""}]]";;0.1;7600;1276
1390;719;1;"[[""img"",1756],[""input"",{""answer"":[""-25""],""style"":""separate""}]]";;0.27;11250;1259
1391;719;1;"[[""img"",3431],[""input"",{""answer"":[""53""],""style"":""separate""}]]";;0.07;6082;1287
1392;719;1;"[[""img"",2849],[""input"",{""answer"":[""1""],""style"":""separate""}]]";;0.03;3250;1267
1393;719;1;"[[""img"",173],[""input"",{""answer"":[""-2""],""style"":""separate""}]]";;0.14;6450;1291
1394;719;1;"[[""img"",2732],[""input"",{""answer"":[""4""],""style"":""separate""}]]";;0.03;3850;1314
1395;719;1;"[[""img"",350],[""input"",{""answer"":[""-4""],""style"":""separate""}]]";;0.07;5100;1255
1396;719;1;"[[""img"",2078],[""input"",{""answer"":[""160""],""style"":""separate""}]]";;0.32;9350;1308
1397;719;1;"[[""img"",2970],[""input"",{""answer"":[""57""],""style"":""separate""}]]";;0.1;7700;1271
1398;719;1;"[[""img"",1325],[""input"",{""answer"":[""52""],""style"":""separate""}]]";;0.13;5850;1274
1399;719;1;"[[""img"",1940],[""input"",{""answer"":[""75""],""style"":""separate""}]]";;0.18;9550;1231
1400;719;1;"[[""img"",1760],[""input"",{""answer"":[""93""],""style"":""separate""}]]";;0.07;6750;1268
1401;719;1;"[[""img"",620],[""input"",{""answer"":[""83""],""style"":""separate""}]]";;0.1;8300;1268
1402;740;2;"[[""text"",""Kolik je 40 % z 400?""],[""input"",{""answer"":[""160""],""style"":""separate""}]]";;0.29;11350;1789
1403;740;2;"[[""text"",""Kolik je 10 % z 10?""],[""input"",{""answer"":[""1""],""style"":""separate""}]]";;0.2;5650;1837
1404;740;2;"[[""text"",""Kolik je 100 % z 100?""],[""input"",{""answer"":[""100""],""style"":""separate""}]]";;0.19;4566;1901
1405;740;2;"[[""text"",""Kolik je 100 % z 13?""],[""input"",{""answer"":[""13""],""style"":""separate""}]]";;0.14;6345;1830
1406;740;2;"[[""text"",""Kolik je 20 % z 200?""],[""input"",{""answer"":[""40""],""style"":""separate""}]]";;0.22;8000;1798
1407;740;2;"[[""text"",""Kolik je 20 % z 50?""],[""input"",{""answer"":[""10""],""style"":""separate""}]]";;0.24;10616;1890
1408;740;2;"[[""text"",""Kolik je 90 % z 160?""],[""input"",{""answer"":[""144""],""style"":""separate""}]]";;0.33;20125;1799
1409;740;2;"[[""text"",""Kolik je 90 % z 40?""],[""input"",{""answer"":[""36""],""style"":""separate""}]]";;0.28;14950;1808
1410;740;2;"[[""text"",""Kolik je 37 % z 1&thinsp 000?""],[""input"",{""answer"":[""370""],""style"":""separate""}]]";;0.17;10585;1854
1411;740;2;"[[""text"",""Kolik je 1 % z 1&thinsp 000?""],[""input"",{""answer"":[""10""],""style"":""separate""}]]";;0.22;5950;1812
1412;740;2;"[[""text"",""Kolik je 25 % z 80?""],[""input"",{""answer"":[""20""],""style"":""separate""}]]";;0.2;10900;1832
1413;740;2;"[[""text"",""Kolik je 25 % z 240?""],[""input"",{""answer"":[""60""],""style"":""separate""}]]";;0.26;14148;1788
1414;740;2;"[[""text"",""Kolik je 50 % z 82?""],[""input"",{""answer"":[""41""],""style"":""separate""}]]";;0.15;7250;1814
1415;740;2;"[[""text"",""Kolik je 90 % z 900?""],[""input"",{""answer"":[""810""],""style"":""separate""}]]";;0.34;13246;1827
1416;740;2;"[[""text"",""Kolik je 20 % z 2&thinsp 000?""],[""input"",{""answer"":[""400""],""style"":""separate""}]]";;0.27;11208;1846
1417;740;2;"[[""text"",""Kolik je 20 % z 5&thinsp 000?""],[""input"",{""answer"":[""1000""],""style"":""separate""}]]";;0.3;12616;1791
1418;740;2;"[[""text"",""Kolik je 80 % z 120?""],[""input"",{""answer"":[""96""],""style"":""separate""}]]";;0.34;18775;1794
1419;740;2;"[[""text"",""Kolik je 75 % z 60?""],[""input"",{""answer"":[""45""],""style"":""separate""}]]";;0.25;15452;1837
1420;740;2;"[[""text"",""Kolik je 75 % z 20?""],[""input"",{""answer"":[""15""],""style"":""separate""}]]";;0.24;12350;1796
1421;740;2;"[[""text"",""Kolik je 75 % z 400?""],[""input"",{""answer"":[""300""],""style"":""separate""}]]";;0.25;14125;1861
1422;740;2;"[[""text"",""Kolik je 75 % z 12?""],[""input"",{""answer"":[""9""],""style"":""separate""}]]";;0.29;13775;1865
1423;740;2;"[[""text"",""Kolik je 30 % z 200?""],[""input"",{""answer"":[""60""],""style"":""separate""}]]";;0.19;9050;1785
1424;740;2;"[[""text"",""Kolik je 30 % z 400?""],[""input"",{""answer"":[""120""],""style"":""separate""}]]";;0.2;9885;1773
1425;740;2;"[[""text"",""Kolik je 10 % z 4&thinsp 500?""],[""input"",{""answer"":[""450""],""style"":""separate""}]]";;0.18;8505;1802
1426;740;2;"[[""text"",""Kolik je 50 % z 2&thinsp 500?""],[""input"",{""answer"":[""1250""],""style"":""separate""}]]";;0.21;11075;1830
1427;740;2;"[[""text"",""Kolik je 50 % z 30?""],[""input"",{""answer"":[""15""],""style"":""separate""}]]";;0.13;5600;1899
1428;740;2;"[[""text"",""Kolik je 2 % z 50?""],[""input"",{""answer"":[""1""],""style"":""separate""}]]";;0.31;9100;1910
1429;740;2;"[[""text"",""Kolik je 5 % z 80?""],[""input"",{""answer"":[""4""],""style"":""separate""}]]";;0.27;11300;1770
1430;740;2;"[[""text"",""Kolik je 5 % z 40?""],[""input"",{""answer"":[""2""],""style"":""separate""}]]";;0.29;11450;1846
1431;740;2;"[[""text"",""Kolik je 5 % z 120?""],[""input"",{""answer"":[""6""],""style"":""separate""}]]";;0.3;12350;1785
1432;740;2;"[[""text"",""Kolik je 4 % z 50?""],[""input"",{""answer"":[""2""],""style"":""separate""}]]";;0.27;9950;1852
1433;740;2;"[[""text"",""Kolik je 2 % z 200?""],[""input"",{""answer"":[""4""],""style"":""separate""}]]";;0.24;6305;1852
1434;740;2;"[[""text"",""Kolik je 3 % z 300?""],[""input"",{""answer"":[""9""],""style"":""separate""}]]";;0.3;6610;1883
1435;740;2;"[[""text"",""Kolik je 1 % z 300?""],[""input"",{""answer"":[""3""],""style"":""separate""}]]";;0.14;4550;1791
1436;708;1;"[[""latex"",""25, 23, 21, 19, 17, 15, 13, ?""],[""input"",{""answer"":[""11""],""style"":""separate""}]]";;0.08;9027;124
1437;708;1;"[[""latex"",""2, 8, 14, 20, 26, 32, 38, ?""],[""input"",{""answer"":[""44""],""style"":""separate""}]]";;0.19;15700;135
1438;708;1;"[[""latex"",""33, 30, 27, 24, 21, 18, 15, ?""],[""input"",{""answer"":[""12""],""style"":""separate""}]]";;0.14;7700;96
1439;708;1;"[[""latex"",""63, 59, 55, 51, 47, 43, 39, ?""],[""input"",{""answer"":[""35""],""style"":""separate""}]]";;0.22;17161;112
1440;708;1;"[[""latex"",""23, 25, 27, 29, 31, 33, 35, ?""],[""input"",{""answer"":[""37""],""style"":""separate""}]]";;0.07;9700;123
1441;708;1;"[[""latex"",""2, 14, 26, 38, 50, 62, 74, ?""],[""input"",{""answer"":[""86""],""style"":""separate""}]]";;0.14;14900;113
1442;708;1;"[[""latex"",""4, 13, 22, 31, 40, 49, 58, ?""],[""input"",{""answer"":[""67""],""style"":""separate""}]]";;0.21;20513;133
1443;708;1;"[[""latex"",""100, 90, 80, 70, 60, 50, 40, ?""],[""input"",{""answer"":[""30""],""style"":""separate""}]]";;0.06;6400;129
1444;708;1;"[[""latex"",""100, 92, 84, 76, 68, 60, 52, ?""],[""input"",{""answer"":[""44""],""style"":""separate""}]]";;0.28;22075;127
1445;708;1;"[[""latex"",""49, 42, 35, 28, 21, 14, 7, ?""],[""input"",{""answer"":[""0""],""style"":""separate""}]]";;0.11;9675;133
1446;708;1;"[[""latex"",""43, 44, 45, 46, 47, 48, 49, ?""],[""input"",{""answer"":[""50""],""style"":""separate""}]]";;0.03;7100;129
1447;708;1;"[[""latex"",""52, 51, 50, 49, 48, 47, 46, ?""],[""input"",{""answer"":[""45""],""style"":""separate""}]]";;0.08;8450;111
1448;708;1;"[[""latex"",""4, 24, 44, 64, 84, 104, 124, ?""],[""input"",{""answer"":[""144""],""style"":""separate""}]]";;0.15;12150;128
1449;708;1;"[[""latex"",""10, 40, 70, 100, 130, 160, 190, ?""],[""input"",{""answer"":[""220""],""style"":""separate""}]]";;0.26;12357;129
1450;708;1;"[[""latex"",""20, 70, 120, 170, 220, 270, 320, ?""],[""input"",{""answer"":[""370""],""style"":""separate""}]]";;0.17;14250;121
1451;708;1;"[[""latex"",""50, 150, 250, 350, 450, 550, 650, ?""],[""input"",{""answer"":[""750""],""style"":""separate""}]]";;0.18;9695;130
1452;708;1;"[[""latex"",""1000, 900, 800, 700, 600, 500, 400, ?""],[""input"",{""answer"":[""300""],""style"":""separate""}]]";;0.02;7100;116
1453;708;1;"[[""latex"",""500, 450, 400, 350, 300, 250, 200, ?""],[""input"",{""answer"":[""150""],""style"":""separate""}]]";;0.09;8200;136
1454;708;1;"[[""latex"",""330, 310, 290, 270, 250, 230, 210, ?""],[""input"",{""answer"":[""190""],""style"":""separate""}]]";;0.24;11896;123
1455;708;1;"[[""latex"",""1, 22, 43, 64, 85, 106, 127, ?""],[""input"",{""answer"":[""148""],""style"":""separate""}]]";;0.28;21000;120
1456;708;1;"[[""latex"",""1, 18, 35, 52, 69, 86, 103, ?""],[""input"",{""answer"":[""120""],""style"":""separate""}]]";;0.24;14950;123
1457;708;1;"[[""latex"",""15, 30, 45, 60, 75, 90, 105, ?""],[""input"",{""answer"":[""120""],""style"":""separate""}]]";;0.25;13700;112
1458;708;1;"[[""latex"",""25, 50, 75, 100, 125, 150, 175, ?""],[""input"",{""answer"":[""200""],""style"":""separate""}]]";;0.25;14000;131
1459;708;1;"[[""latex"",""13, 26, 39, 52, 65, 78, 91, ?""],[""input"",{""answer"":[""104""],""style"":""separate""}]]";;0.36;23777;117
1460;708;1;"[[""latex"",""15, 17, ?, 21, 23, 25, 27, 29""],[""input"",{""answer"":[""19""],""style"":""separate""}]]";;0.05;9806;137
1461;708;1;"[[""latex"",""14, 17, 20, 23, ?, 29, 32, 35""],[""input"",{""answer"":[""26""],""style"":""separate""}]]";;0.12;10175;136
1462;708;1;"[[""latex"",""?, 7, 11, 15, 19, 23, 27, 31""],[""input"",{""answer"":[""3""],""style"":""separate""}]]";;0.27;12038;114
1463;708;1;"[[""latex"",""7, 12, 17, 22, 27, ?, 37, 42""],[""input"",{""answer"":[""32""],""style"":""separate""}]]";;0.22;15900;123
1464;708;1;"[[""latex"",""100, 90, 80, ?, 60, 50, 40, 30""],[""input"",{""answer"":[""70""],""style"":""separate""}]]";;0.12;6025;129
1465;708;1;"[[""latex"",""80, 75, ?, 65, 60, 55, 50, 45""],[""input"",{""answer"":[""70""],""style"":""separate""}]]";;0.15;9811;130
1466;708;1;"[[""latex"",""97, 86, 75, 64, ?, 42, 31, 20""],[""input"",{""answer"":[""53""],""style"":""separate""}]]";;0.25;18840;134
1467;708;1;"[[""latex"",""105, 104, ?, 102, 101, 100, 99, 98""],[""input"",{""answer"":[""103""],""style"":""separate""}]]";;0.1;8061;123
1468;708;1;"[[""latex"",""135, ?, 139, 141, 143, 145, 147, 149""],[""input"",{""answer"":[""137""],""style"":""separate""}]]";;0.2;15750;126
1469;708;1;"[[""latex"",""45, 40, 35, 30, 25, ?, 15, 10""],[""input"",{""answer"":[""20""],""style"":""separate""}]]";;0.09;8050;142
1470;708;1;"[[""latex"",""16, 22, 28, ?, 40, 46, 52, 58""],[""input"",{""answer"":[""34""],""style"":""separate""}]]";;0.3;18250;115
1471;708;1;"[[""latex"",""30, 50, 70, ?, 110, 130, 150, 170""],[""input"",{""answer"":[""90""],""style"":""separate""}]]";;0.06;10650;131
1472;708;1;"[[""latex"",""10, 30, 50, 70, ?, 110, 130, 150""],[""input"",{""answer"":[""90""],""style"":""separate""}]]";;0.13;8800;126
1473;708;1;"[[""latex"",""100, 90, ?, 70, 60, 50, 40, 30""],[""input"",{""answer"":[""80""],""style"":""separate""}]]";;0.07;6450;141
1474;708;1;"[[""latex"",""1000, 900, 800, 700, 600, ?, 400, 300""],[""input"",{""answer"":[""500""],""style"":""separate""}]]";;0.07;8250;121
1475;708;1;"[[""latex"",""13, 33, 53, ?, 93, 113, 133, 153""],[""input"",{""answer"":[""73""],""style"":""separate""}]]";;0.18;14000;128
1476;708;1;"[[""latex"",""?, 57, 87, 117, 147, 177, 207, 237""],[""input"",{""answer"":[""27""],""style"":""separate""}]]";;0.38;15100;113
1477;743;3;"[[""latex"",""1{,}1-0{,}11""],[""input"",{""answer"":[""0,99""],""style"":""separate""}]]";;0.47;20650;910
1478;743;1;"[[""latex"",""3{,}2+0{,}2""],[""input"",{""answer"":[""3,4""],""style"":""separate""}]]";;0.09;7643;2435
1479;743;1;"[[""latex"",""3{,}2+0{,}02""],[""input"",{""answer"":[""3,22""],""style"":""separate""}]]";;0.2;9500;2438
1480;743;1;"[[""latex"",""2{,}01+0{,}01""],[""input"",{""answer"":[""2,02""],""style"":""separate""}]]";;0.19;10200;2428
1481;743;1;"[[""latex"",""2{,}05+0{,}3""],[""input"",{""answer"":[""2,35""],""style"":""separate""}]]";;0.35;11150;2454
1482;743;2;"[[""latex"",""2{,}05+1{,}1""],[""input"",{""answer"":[""3,15""],""style"":""separate""}]]";;0.22;11600;2054
1484;743;1;"[[""latex"",""0{,}5+0{,}6""],[""input"",{""answer"":[""1,1""],""style"":""separate""}]]";;0.21;7200;2461
1485;743;3;"[[""latex"",""3-0{,}85""],[""input"",{""answer"":[""2,15""],""style"":""separate""}]]";;0.2;15700;951
1486;743;3;"[[""latex"",""0{,}4-0{,}01""],[""input"",{""answer"":[""0,39""],""style"":""separate""}]]";;0.23;15150;904
1487;743;1;"[[""latex"",""1+0{,}001""],[""input"",{""answer"":[""1,001""],""style"":""separate""}]]";;0.17;9400;2528
1488;743;3;"[[""latex"",""1-0{,}001""],[""input"",{""answer"":[""0,999""],""style"":""separate""}]]";;0.35;18450;929
1489;743;2;"[[""latex"",""1-0{,}01""],[""input"",{""answer"":[""0,99""],""style"":""separate""}]]";;0.41;13175;2030
1490;743;3;"[[""latex"",""1{,}1-0{,}01""],[""input"",{""answer"":[""1,09""],""style"":""separate""}]]";;0.4;17850;910
1491;743;3;"[[""latex"",""11{,}1-0{,}01""],[""input"",{""answer"":[""11,09""],""style"":""separate""}]]";;0.44;18233;941
1492;743;1;"[[""latex"",""1{,}2+1{,}3""],[""input"",{""answer"":[""2,5""],""style"":""separate""}]]";;0.09;7050;2424
1494;743;1;"[[""latex"",""1{,}23+2{,}34""],[""input"",{""answer"":[""3,57""],""style"":""separate""}]]";;0.13;15050;2328
1495;743;3;"[[""latex"",""1{,}99+0{,}02""],[""input"",{""answer"":[""2,01""],""style"":""separate""}]]";;0.29;16850;931
1496;743;2;"[[""latex"",""2{,}1-0{,}2""],[""input"",{""answer"":[""1,9""],""style"":""separate""}]]";;0.2;10050;2091
1497;743;3;"[[""latex"",""2{,}01-0{,}1""],[""input"",{""answer"":[""1,91""],""style"":""separate""}]]";;0.41;21200;892
1498;743;3;"[[""latex"",""5{,}05-0{,}5""],[""input"",{""answer"":[""4,55""],""style"":""separate""}]]";;0.36;18975;932
1499;743;1;"[[""latex"",""5{,}5+0{,}05""],[""input"",{""answer"":[""5,55""],""style"":""separate""}]]";;0.17;8250;2445
1500;743;2;"[[""latex"",""5{,}05+0{,}5""],[""input"",{""answer"":[""5,55""],""style"":""separate""}]]";;0.22;8500;2104
1501;743;2;"[[""latex"",""0{,}4-0{,}04""],[""input"",{""answer"":[""0,36""],""style"":""separate""}]]";;0.4;16569;2048
1502;743;2;"[[""latex"",""0{,}8-0{,}01""],[""input"",{""answer"":[""0,79""],""style"":""separate""}]]";;0.35;15575;2036
1503;743;3;"[[""latex"",""9{,}99+0{,}9""],[""input"",{""answer"":[""10,89""],""style"":""separate""}]]";;0.43;20800;926
1504;743;1;"[[""latex"",""9{,}8+0{,}7""],[""input"",{""answer"":[""10,5""],""style"":""separate""}]]";;0.25;13200;2381
1505;743;1;"[[""latex"",""9{,}9+0{,}09""],[""input"",{""answer"":[""9,99""],""style"":""separate""}]]";;0.2;9150;2432
1506;743;3;"[[""latex"",""9{,}9+9""],[""input"",{""answer"":[""18,9""],""style"":""separate""}]]";;0.31;10462;924
1507;743;3;"[[""latex"",""99{,}9+1""],[""input"",{""answer"":[""100,9""],""style"":""separate""}]]";;0.39;11900;942
1508;743;2;"[[""latex"",""9{,}1+1""],[""input"",{""answer"":[""10,1""],""style"":""separate""}]]";;0.28;7950;2053
1509;743;1;"[[""latex"",""9{,}1+0{,}1""],[""input"",{""answer"":[""9,2""],""style"":""separate""}]]";;0.12;7717;2426
1510;743;1;"[[""latex"",""9{,}1+1{,}1""],[""input"",{""answer"":[""10,2""],""style"":""separate""}]]";;0.12;9150;2451
1511;745;3;"[[""latex"",""2:10""],[""input"",{""answer"":[""0,2""],""style"":""separate""}]]";;0.42;11575;1414
1512;745;2;"[[""latex"",""3:2""],[""input"",{""answer"":[""1,5""],""style"":""separate""}]]";;0.33;11250;1754
1513;745;3;"[[""latex"",""10:20""],[""input"",{""answer"":[""0,5""],""style"":""separate""}]]";;0.41;12900;1490
1514;745;3;"[[""latex"",""3:12""],[""input"",{""answer"":[""0,25""],""style"":""separate""}]]";;0.45;28055;736
1515;744;2;"[[""latex"",""2{,}5\\cdot 3""],[""input"",{""answer"":[""7,5""],""style"":""separate""}]]";;0.18;12750;1799
1516;744;2;"[[""latex"",""1{,}5\\cdot 3""],[""input"",{""answer"":[""4,5""],""style"":""separate""}]]";;0.18;11300;1805
1517;744;1;"[[""latex"",""1{,}2\\cdot 3""],[""input"",{""answer"":[""3,6""],""style"":""separate""}]]";;0.16;10050;2037
1518;744;1;"[[""latex"",""0{,}4\\cdot 3""],[""input"",{""answer"":[""1,2""],""style"":""separate""}]]";;0.14;7492;2099
1519;744;1;"[[""latex"",""0{,}5\\cdot 7""],[""input"",{""answer"":[""3,5""],""style"":""separate""}]]";;0.14;8850;2003
1520;744;1;"[[""latex"",""0{,}1\\cdot 7""],[""input"",{""answer"":[""0,7""],""style"":""separate""}]]";;0.12;6986;2130
1521;744;1;"[[""latex"",""1{,}2\\cdot 4""],[""input"",{""answer"":[""4,8""],""style"":""separate""}]]";;0.16;11238;2054
1522;744;1;"[[""latex"",""0{,}4\\cdot 7""],[""input"",{""answer"":[""2,8""],""style"":""separate""}]]";;0.18;9900;2068
1523;744;2;"[[""latex"",""0{,}32\\cdot 10""],[""input"",{""answer"":[""3,2""],""style"":""separate""}]]";;0.12;7450;1764
1524;744;2;"[[""latex"",""1{,}45\\cdot 10""],[""input"",{""answer"":[""14,5""],""style"":""separate""}]]";;0.12;8275;1764
1525;744;3;"[[""latex"",""10\\cdot 7{,}125""],[""input"",{""answer"":[""71,25""],""style"":""separate""}]]";;0.16;11950;944
1526;745;3;"[[""latex"",""2{,}5:2""],[""input"",{""answer"":[""1,25""],""style"":""separate""}]]";;0.38;16000;1504
1527;745;2;"[[""latex"",""3{,}2:2""],[""input"",{""answer"":[""1,6""],""style"":""separate""}]]";;0.33;15605;1757
1528;745;1;"[[""latex"",""6{,}8:2""],[""input"",{""answer"":[""3,4""],""style"":""separate""}]]";;0.17;11249;1921
1529;745;1;"[[""latex"",""10{,}2:2""],[""input"",{""answer"":[""5,1""],""style"":""separate""}]]";;0.22;10800;1945
1530;745;3;"[[""latex"",""10{,}1:2""],[""input"",{""answer"":[""5,05""],""style"":""separate""}]]";;0.36;18466;689
1531;745;3;"[[""latex"",""2{,}1:2""],[""input"",{""answer"":[""1,05""],""style"":""separate""}]]";;0.4;18379;695
1532;718;2;"[[""latex"",""10-9+8-7+6-5+4-3""],[""input"",{""answer"":[""4""],""style"":""separate""}]]";"[[""latex"",""(10-9)+(8-7)+(6-5)+(4-3)=1+1+1+1=4""]]";0.2;19750;683
1533;718;2;"[[""latex"",""1+2+3+4+96+97+98+99""],[""input"",{""answer"":[""400""],""style"":""separate""}]]";"[[""latex"",""(1+99)+(2+98)+(3+97)+(4+96)=100+100+100+100=400""]]";0.23;20227;611
1534;718;2;"[[""latex"",""1+2+3+4+5+6+7+8+9+10""],[""input"",{""answer"":[""55""],""style"":""separate""}]]";;0.23;21691;645
1535;718;2;"[[""latex"",""1+1+1+2+2+2+3+3+3+4+4+4""],[""input"",{""answer"":[""30""],""style"":""separate""}]]";"[[""latex"",""(1+2+3+4)\\times 3=10\\times 3=30""]]";0.22;23200;641
1536;718;2;"[[""latex"",""5+6+7+8+9-8-7-6-5""],[""input"",{""answer"":[""9""],""style"":""separate""}]]";;0.29;24300;641
1537;718;2;"[[""latex"",""23\\cdot 37-23\\cdot 36""],[""input"",{""answer"":[""23""],""style"":""separate""}]]";"[[""latex"",""23\\cdot (36+1)-23\\cdot 36=23\\cdot 36+23-23\\cdot 36=23""]]";0.4;22950;613
1538;718;2;"[[""latex"",""121\\cdot 45-100\\cdot 45-20\\cdot 45""],[""input"",{""answer"":[""45""],""style"":""separate""}]]";"[[""latex"",""(121-100-20)\\cdot 45=1\\cdot 45""]]";0.4;32025;536
1539;718;2;"[[""latex"",""(81+63+27):9""],[""input"",{""answer"":[""19""],""style"":""separate""}]]";"[[""latex"",""81:9+63:9+27:9=9+7+3=19""]]";0.27;28300;628
1540;718;2;"[[""latex"",""38+39+40+41-30-31-32-33""],[""input"",{""answer"":[""32""],""style"":""separate""}]]";"[[""latex"",""38-30+39-31+40-32+41-33=4\\times 8=32""]]";0.42;49225;596
